taxes_id,property_id,Tax,Tax_Flag
350,350,5146,
351,351,6147,
352,352,5583,
353,353,7804,
354,354,3445,
355,355,1845,
356,356,4826,
357,357,1709,
358,358,7698,
359,359,3193,
360,360,4741,
361,361,1500,
362,362,7340,
363,363,2816,
364,364,3642,
365,365,4457,
366,366,9162,
367,367,1795,
368,368,7396,
369,369,3704,
370,370,1967,
371,371,6121,
372,372,7482,
373,373,2006,
374,374,7235,
375,375,6456,
376,376,6194,
377,377,6433,
378,378,3668,
379,379,6352,
380,380,8587,
381,381,2064,
382,382,1870,
383,383,6445,
384,384,6540,
385,385,3767,
386,386,6815,
387,387,5960,
388,388,4845,
389,389,2379,
390,390,9778,
391,391,4347,
392,392,1682,
393,393,5290,
394,394,2118,
395,395,2728,
396,396,5247,
397,397,2673,
398,398,3627,
399,399,2514,
400,400,2919,
401,401,6630,
402,402,6373,
403,403,9360,
404,404,4999,
405,405,4662,
406,406,3143,
407,407,5880,
408,408,2138,
409,409,9488,
410,410,4992,
411,411,5822,
412,412,7039,
413,413,6947,
414,414,6594,
415,415,4543,
416,416,8571,
417,417,8648,
418,418,9114,
419,419,9459,
420,420,6750,
421,421,9837,
422,422,2217,
423,423,4732,
424,424,9222,
425,425,7019,
426,426,4737,
427,427,2752,
428,428,4205,
429,429,9591,
430,430,8089,
431,431,9550,
432,432,2490,
433,433,2418,
434,434,8838,
435,435,8595,
436,436,7443,
437,437,7199,
438,438,9611,
439,439,5869,
440,440,7759,
441,441,9731,
442,442,6663,
443,443,4874,
444,444,3846,
445,445,2137,
446,446,3751,
447,447,6504,
448,448,2596,
449,449,6572,
450,450,4451,
451,451,7102,
452,452,2443,
453,453,4303,
454,454,5273,
455,455,7767,
456,456,9486,
457,457,6088,
458,458,9171,
459,459,9118,
460,460,1954,
461,461,8920,
462,462,6013,
463,463,5926,
464,464,9696,
465,465,6997,
466,466,5220,
467,467,7303,
468,468,1797,
469,469,5903,
470,470,7287,
471,471,5974,
472,472,6510,
473,473,2301,
474,474,8446,
475,475,5934,
476,476,9713,
477,477,3324,
478,478,8579,
479,479,1564,
480,480,7373,
481,481,5456,
482,482,6834,
483,483,2825,
484,484,6926,
485,485,7890,
486,486,8814,
487,487,8336,
488,488,6052,
489,489,8505,
490,490,4006,
491,491,4713,
492,492,2863,
493,493,7586,
494,494,5827,
495,495,2511,
496,496,3389,
497,497,7583,
498,498,1687,
499,499,5458,
500,500,6312,
501,501,4419,
502,502,6189,
503,503,6575,
504,504,6053,
505,505,9589,
506,506,2314,
507,507,5467,
508,508,8829,
509,509,4298,
510,510,8812,
511,511,4859,
512,512,9532,
513,513,5843,
514,514,1864,
515,515,8499,
516,516,9901,
517,517,8450,
518,518,9693,
519,519,8845,
520,520,5021,
521,521,5253,
522,522,8023,
523,523,8298,
524,524,8983,
525,525,8686,
526,526,5001,
527,527,3057,
528,528,4876,
529,529,5420,
530,530,2080,
531,531,9865,
532,532,1655,
533,533,9565,
534,534,4961,
535,535,8333,
536,536,2262,
537,537,4407,
538,538,9161,
539,539,7950,
540,540,4885,
541,541,3540,
542,542,9159,
543,543,4421,
544,544,9609,
545,545,4975,
546,546,5944,
547,547,6948,
548,548,5077,
549,549,4250,
550,550,5077,
551,551,2475,
552,552,5223,
553,553,6133,
554,554,8355,
555,555,9915,
556,556,6799,
557,557,1666,
558,558,4908,
559,559,7730,
560,560,4107,
561,561,2661,
562,562,1961,
563,563,7685,
564,564,3789,
565,565,7559,
566,566,9667,
567,567,4993,
568,568,6143,
569,569,3929,
570,570,6427,
571,571,4595,
572,572,4898,
573,573,8994,
574,574,9318,
575,575,4355,
576,576,7432,
577,577,6620,
578,578,2832,
579,579,3657,
580,580,8873,
581,581,3410,
582,582,8805,
583,583,1811,
584,584,7304,
585,585,9418,
586,586,7549,
587,587,9517,
588,588,8644,
589,589,3115,
590,590,8570,
591,591,2497,
592,592,9878,
593,593,3149,
594,594,8972,
595,595,6426,
596,596,8913,
597,597,2149,
598,598,6035,
599,599,4067,
600,600,2473,
601,601,5832,
602,602,7618,
603,603,2017,
604,604,9076,
605,605,2343,
606,606,9289,
607,607,6988,
608,608,4911,
609,609,5605,
610,610,5916,
611,611,1704,
612,612,2995,
613,613,6073,
614,614,9619,
615,615,7531,
616,616,6113,
617,617,4022,
618,618,2455,
619,619,8985,
620,620,9103,
621,621,9386,
622,622,7138,
623,623,1635,
624,624,5327,
625,625,7615,
626,626,9192,
627,627,6383,
628,628,6281,
629,629,6145,
630,630,7114,
631,631,4354,
632,632,3094,
633,633,8781,
634,634,3369,
635,635,8538,
636,636,9055,
637,637,5760,
638,638,5148,
639,639,6482,
640,640,2452,
641,641,4588,
642,642,7064,
643,643,9861,
644,644,2531,
645,645,8743,
646,646,4204,
647,647,1844,
648,648,4746,
649,649,8142,
650,650,2026,
651,651,5731,
652,652,6413,
653,653,3173,
654,654,4289,
655,655,8379,
656,656,5202,
657,657,2496,
658,658,8930,
659,659,8907,
660,660,5373,
661,661,1965,
662,662,8782,
663,663,2881,
664,664,4857,
665,665,4742,
666,666,6123,
667,667,2436,
668,668,5579,
669,669,5720,
670,670,6574,
671,671,1889,
672,672,7386,
673,673,4201,
674,674,6800,
675,675,3775,
676,676,7460,
677,677,4283,
678,678,7912,
679,679,2871,
680,680,3072,
681,681,1740,
682,682,8894,
683,683,5818,
684,684,5770,
685,685,5479,
686,686,4508,
687,687,3574,
688,688,6779,
689,689,9299,
690,690,8707,
691,691,6367,
692,692,3282,
693,693,3743,
694,694,4961,
695,695,4502,
696,696,7642,
697,697,6527,
698,698,5823,
699,699,7872,
700,700,2686,
701,701,2345,
702,702,9330,
703,703,9334,
704,704,7308,
705,705,6390,
706,706,8085,
707,707,1871,
708,708,6588,
709,709,7127,
710,710,5172,
711,711,6530,
712,712,1569,
713,713,9818,
714,714,9348,
715,715,3850,
716,716,4122,
717,717,3322,
718,718,5670,
719,719,4036,
720,720,4295,
721,721,3280,
722,722,2990,
723,723,8899,
724,724,9817,
725,725,5168,
726,726,2224,
727,727,2861,
728,728,7822,
729,729,5056,
730,730,1663,
731,731,9712,
732,732,6736,
733,733,8460,
734,734,1557,
735,735,4925,
736,736,6129,
737,737,2185,
738,738,8756,
739,739,8110,
740,740,5668,
741,741,2170,
742,742,3812,
743,743,5723,
744,744,6246,
745,745,7606,
746,746,7175,
747,747,3571,
748,748,1651,
749,749,5713,
750,750,5454,
751,751,7954,
752,752,2818,
753,753,6109,
754,754,4405,
755,755,8805,
756,756,2153,
757,757,2464,
758,758,5840,
759,759,2281,
760,760,2450,
761,761,1842,
762,762,9260,
763,763,6529,
764,764,8916,
765,765,6416,
766,766,5773,
767,767,8901,
768,768,9770,
769,769,1619,
770,770,5949,
771,771,1597,
772,772,5920,
773,773,5285,
774,774,3759,
775,775,5755,
776,776,9256,
777,777,7152,
778,778,5536,
779,779,5965,
780,780,4682,
781,781,6872,
782,782,2020,
783,783,5217,
784,784,6770,
785,785,2959,
786,786,7931,
787,787,3263,
788,788,6076,
789,789,7845,
790,790,8438,
791,791,5942,
792,792,1873,
793,793,6087,
794,794,6185,
795,795,6421,
796,796,8691,
797,797,2724,
798,798,2175,
799,799,4866,
800,800,7921,
801,801,4722,
802,802,5425,
803,803,3671,
804,804,4409,
805,805,8413,
806,806,3043,
807,807,4983,
808,808,4037,
809,809,5059,
810,810,2442,
811,811,7355,
812,812,6110,
813,813,7677,
814,814,3665,
815,815,4026,
816,816,5842,
817,817,4674,
818,818,3564,
819,819,8817,
820,820,1850,
821,821,2580,
822,822,4800,
823,823,4663,
824,824,8531,
825,825,4919,
826,826,5331,
827,827,5270,
828,828,2144,
829,829,3299,
830,830,8142,
831,831,8628,
832,832,6436,
833,833,8159,
834,834,1626,
835,835,1704,
836,836,5452,
837,837,6219,
838,838,1912,
839,839,2471,
840,840,8553,
841,841,7855,
842,842,5260,
843,843,7197,
844,844,5893,
845,845,5009,
846,846,8060,
847,847,1569,
848,848,9465,
849,849,8138,
850,850,4231,
851,851,7248,
852,852,9988,
853,853,4460,
854,854,2037,
855,855,5483,
856,856,2275,
857,857,6709,
858,858,6203,
859,859,9572,
860,860,2122,
861,861,6857,
862,862,4279,
863,863,8385,
864,864,4188,
865,865,5459,
866,866,6828,
867,867,2157,
868,868,6675,
869,869,6048,
870,870,7165,
871,871,8121,
872,872,2610,
873,873,8853,
874,874,2957,
875,875,8293,
876,876,1801,
877,877,4413,
878,878,8867,
879,879,4132,
880,880,5189,
881,881,6629,
882,882,6656,
883,883,1684,
884,884,7242,
885,885,4625,
886,886,4166,
887,887,9171,
888,888,1992,
889,889,8984,
890,890,1565,
891,891,5124,
892,892,9892,
893,893,6495,
894,894,8607,
895,895,7196,
896,896,4846,
897,897,7093,
898,898,3715,
899,899,3513,
900,900,9241,
901,901,2690,
902,902,7632,
903,903,1514,
904,904,6266,
905,905,5354,
906,906,9760,
907,907,8679,
908,908,7599,
909,909,3799,
910,910,4719,
911,911,2959,
912,912,2679,
913,913,3400,
914,914,7858,
915,915,3772,
916,916,8026,
917,917,4426,
918,918,5574,
919,919,8860,
920,920,3181,
921,921,5078,
922,922,9754,
923,923,2289,
924,924,4176,
925,925,4045,
926,926,5272,
927,927,5421,
928,928,4390,
929,929,1710,
930,930,3885,
931,931,9143,
932,932,5238,
933,933,2501,
934,934,8244,
935,935,2238,
936,936,2571,
937,937,2419,
938,938,2196,
939,939,8083,
940,940,1957,
941,941,7057,
942,942,2735,
943,943,9655,
944,944,9339,
945,945,9150,
946,946,3141,
947,947,4197,
948,948,9263,
949,949,8117,
950,950,1550,
951,951,1986,
952,952,9299,
953,953,7883,
954,954,4071,
955,955,7915,
956,956,6558,
957,957,9275,
958,958,9134,
959,959,5634,
960,960,9672,
961,961,2193,
962,962,2658,
963,963,3152,
964,964,5457,
965,965,3637,
966,966,6338,
967,967,5810,
968,968,6115,
969,969,1709,
970,970,8399,
971,971,4564,
972,972,8923,
973,973,8308,
974,974,2095,
975,975,7078,
976,976,3708,
977,977,7589,
978,978,8380,
979,979,5820,
980,980,8038,
981,981,7423,
982,982,9077,
983,983,4690,
984,984,7554,
985,985,1559,
986,986,9243,
987,987,6355,
988,988,5799,
989,989,5945,
990,990,7749,
991,991,3931,
992,992,4554,
993,993,3573,
994,994,4097,
995,995,4946,
996,996,3148,
997,997,2599,
998,998,6904,
999,999,5131,
1000,1000,2459,
1001,1001,7922,
1002,1002,3023,
1003,1003,8954,
1004,1004,1619,
1005,1005,5900,
1006,1006,9325,
1007,1007,2940,
1008,1008,3832,
1009,1009,5920,
1010,1010,5947,
1011,1011,9644,
1012,1012,3936,
1013,1013,5241,
1014,1014,5323,
1015,1015,3843,
1016,1016,9240,
1017,1017,9886,
1018,1018,7544,
1019,1019,8301,
1020,1020,8734,
1021,1021,4192,
1022,1022,7301,
1023,1023,6506,
1024,1024,3618,
1025,1025,4438,
1026,1026,8206,
1027,1027,9691,
1028,1028,6490,
1029,1029,5255,
1030,1030,5754,
1031,1031,6409,
1032,1032,8278,
1033,1033,9875,
1034,1034,2978,
1035,1035,9101,
1036,1036,7370,
1037,1037,7331,
1038,1038,8903,
1039,1039,5512,
1040,1040,7737,
1041,1041,8786,
1042,1042,5885,
1043,1043,5011,
1044,1044,9008,
1045,1045,5438,
1046,1046,4932,
1047,1047,8821,
1048,1048,2241,
1049,1049,4779,
1050,1050,3067,
1051,1051,9398,
1052,1052,3962,
1053,1053,1669,
1054,1054,8848,
1055,1055,2373,
1056,1056,1568,
1057,1057,2015,
1058,1058,8235,
1059,1059,6779,
1060,1060,9807,
1061,1061,1778,
1062,1062,8289,
1063,1063,7701,
1064,1064,2227,
1065,1065,6986,
1066,1066,5493,
1067,1067,9866,
1068,1068,4608,
1069,1069,7745,
1070,1070,6209,
1071,1071,9401,
1072,1072,7061,
1073,1073,1751,
1074,1074,7257,
1075,1075,3392,
1076,1076,6813,
1077,1077,1769,
1078,1078,6615,
1079,1079,4204,
1080,1080,2817,
1081,1081,4686,
1082,1082,7129,
1083,1083,8537,
1084,1084,4325,
1085,1085,1782,
1086,1086,8883,
1087,1087,1585,
1088,1088,9379,
1089,1089,5327,
1090,1090,3167,
1091,1091,4551,
1092,1092,7324,
1093,1093,6406,
1094,1094,6725,
1095,1095,3651,
1096,1096,2758,
1097,1097,8837,
1098,1098,2623,
1099,1099,8201,
1100,1100,1519,
1101,1101,3223,
1102,1102,2259,
1103,1103,6897,
1104,1104,7741,
1105,1105,4975,
1106,1106,8511,
1107,1107,9907,
1108,1108,1894,
1109,1109,5734,
1110,1110,9201,
1111,1111,3433,
1112,1112,4406,
1113,1113,5650,
1114,1114,2037,
1115,1115,2024,
1116,1116,4369,
1117,1117,4498,
1118,1118,2352,
1119,1119,6090,
1120,1120,6097,
1121,1121,4176,
1122,1122,6588,
1123,1123,6400,
1124,1124,7527,
1125,1125,8858,
1126,1126,7032,
1127,1127,2586,
1128,1128,3956,
1129,1129,8063,
1130,1130,3557,
1131,1131,2876,
1132,1132,5685,
1133,1133,5319,
1134,1134,6862,
1135,1135,8332,
1136,1136,9557,
1137,1137,5701,
1138,1138,4127,
1139,1139,6136,
1140,1140,6038,
1141,1141,7975,
1142,1142,9818,
1143,1143,7755,
1144,1144,7987,
1145,1145,2061,
1146,1146,7331,
1147,1147,7455,
1148,1148,2049,
1149,1149,8848,
1150,1150,3261,
1151,1151,4281,
1152,1152,8756,
1153,1153,8250,
1154,1154,8232,
1155,1155,5493,
1156,1156,7378,
1157,1157,7529,
1158,1158,7885,
1159,1159,6984,
1160,1160,1601,
1161,1161,7895,
1162,1162,2733,
1163,1163,8284,
1164,1164,9938,
1165,1165,2821,
1166,1166,6108,
1167,1167,7548,
1168,1168,8049,
1169,1169,8443,
1170,1170,4787,
1171,1171,3791,
1172,1172,5545,
1173,1173,6112,
1174,1174,6761,
1175,1175,5146,
1176,1176,9116,
1177,1177,1704,
1178,1178,7991,
1179,1179,3736,
1180,1180,1624,
1181,1181,1712,
1182,1182,5175,
1183,1183,9421,
1184,1184,5740,
1185,1185,9920,
1186,1186,7936,
1187,1187,4884,
1188,1188,7585,
1189,1189,4130,
1190,1190,8876,
1191,1191,3299,
1192,1192,8694,
1193,1193,2644,
1194,1194,9674,
1195,1195,9279,
1196,1196,1988,
1197,1197,2594,
1198,1198,7955,
1199,1199,4142,
1200,1200,1998,
1201,1201,5748,
1202,1202,7101,
1203,1203,9220,
1204,1204,6170,
1205,1205,7080,
1206,1206,5723,
1207,1207,2045,
1208,1208,9557,
1209,1209,7989,
1210,1210,9510,
1211,1211,2458,
1212,1212,9605,
1213,1213,8514,
1214,1214,7268,
1215,1215,2915,
1216,1216,8819,
1217,1217,2443,
1218,1218,9951,
1219,1219,3161,
1220,1220,2267,
1221,1221,3063,
1222,1222,8893,
1223,1223,6217,
1224,1224,3969,
1225,1225,6035,
1226,1226,8339,
1227,1227,2402,
1228,1228,5591,
1229,1229,9383,
1230,1230,8549,
1231,1231,9904,
1232,1232,8712,
1233,1233,5305,
1234,1234,1655,
1235,1235,6501,
1236,1236,4947,
1237,1237,5961,
1238,1238,5066,
1239,1239,4321,
1240,1240,2247,
1241,1241,6224,
1242,1242,7938,
1243,1243,2428,
1244,1244,2335,
1245,1245,8045,
1246,1246,4098,
1247,1247,9037,
1248,1248,8308,
1249,1249,2271,
1250,1250,6310,
1251,1251,5376,
1252,1252,3923,
1253,1253,6805,
1254,1254,9012,
1255,1255,6114,
1256,1256,5304,
1257,1257,3203,
1258,1258,7157,
1259,1259,4950,
1260,1260,7883,
1261,1261,6550,
1262,1262,4367,
1263,1263,5468,
1264,1264,4084,
1265,1265,5310,
1266,1266,8675,
1267,1267,9063,
1268,1268,8088,
1269,1269,3762,
1270,1270,8018,
1271,1271,5733,
1272,1272,7247,
1273,1273,3472,
1274,1274,5754,
1275,1275,5148,
1276,1276,8082,
1277,1277,6300,
1278,1278,2072,
1279,1279,5968,
1280,1280,2430,
1281,1281,2666,
1282,1282,1970,
1283,1283,2373,
1284,1284,3929,
1285,1285,4002,
1286,1286,8407,
1287,1287,5952,
1288,1288,5888,
1289,1289,2477,
1290,1290,4777,
1291,1291,7298,
1292,1292,8772,
1293,1293,2468,
1294,1294,5936,
1295,1295,8085,
1296,1296,9175,
1297,1297,6514,
1298,1298,5873,
1299,1299,9417,
1300,1300,7486,
1301,1301,3368,
1302,1302,3789,
1303,1303,4927,
1304,1304,2162,
1305,1305,5082,
1306,1306,5284,
1307,1307,7661,
1308,1308,6506,
1309,1309,8163,
1310,1310,5089,
1311,1311,6793,
1312,1312,9995,
1313,1313,9370,
1314,1314,3755,
1315,1315,6548,
1316,1316,3947,
1317,1317,5772,
1318,1318,8217,
1319,1319,2597,
1320,1320,9748,
1321,1321,3267,
1322,1322,7963,
1323,1323,7163,
1324,1324,7835,
1325,1325,6388,
1326,1326,3746,
1327,1327,9844,
1328,1328,7295,
1329,1329,7677,
1330,1330,6960,
1331,1331,1720,
1332,1332,5408,
1333,1333,9994,
1334,1334,3016,
1335,1335,5491,
1336,1336,3313,
1337,1337,7733,
1338,1338,3227,
1339,1339,4839,
1340,1340,2552,
1341,1341,8548,
1342,1342,6010,
1343,1343,6883,
1344,1344,5797,
1345,1345,5678,
1346,1346,3103,
1347,1347,2534,
1348,1348,5801,
1349,1349,6150,
1350,1350,3872,
1351,1351,7583,
1352,1352,9509,
1353,1353,4373,
1354,1354,2100,
1355,1355,8616,
1356,1356,9771,
1357,1357,3680,
1358,1358,3693,
1359,1359,4568,
1360,1360,2335,
1361,1361,2764,
1362,1362,1911,
1363,1363,3847,
1364,1364,2619,
1365,1365,3188,
1366,1366,7726,
1367,1367,3467,
1368,1368,5417,
1369,1369,6910,
1370,1370,5225,
1371,1371,5482,
1372,1372,8517,
1373,1373,3855,
1374,1374,8391,
1375,1375,2858,
1376,1376,4232,
1377,1377,4873,
1378,1378,6922,
1379,1379,1566,
1380,1380,1716,
1381,1381,4959,
1382,1382,2521,
1383,1383,8086,
1384,1384,6424,
1385,1385,8580,
1386,1386,5960,
1387,1387,6319,
1388,1388,6359,
1389,1389,5966,
1390,1390,8860,
1391,1391,3296,
1392,1392,1545,
1393,1393,4770,
1394,1394,7202,
1395,1395,1742,
1396,1396,2637,
1397,1397,3066,
1398,1398,3772,
1399,1399,4198,
1400,1400,7572,
1401,1401,5197,
1402,1402,6315,
1403,1403,6796,
1404,1404,6232,
1405,1405,6086,
1406,1406,4455,
1407,1407,3290,
1408,1408,4476,
1409,1409,2550,
1410,1410,9733,
1411,1411,6388,
1412,1412,1698,
1413,1413,6793,
1414,1414,6571,
1415,1415,7975,
1416,1416,3482,
1417,1417,6576,
1418,1418,8280,
1419,1419,4762,
1420,1420,7177,
1421,1421,4504,
1422,1422,2208,
1423,1423,9767,
1424,1424,6737,
1425,1425,9328,
1426,1426,2278,
1427,1427,8543,
1428,1428,6255,
1429,1429,2764,
1430,1430,3148,
1431,1431,2859,
1432,1432,3009,
1433,1433,9127,
1434,1434,4281,
1435,1435,1776,
1436,1436,7342,
1437,1437,4039,
1438,1438,2086,
1439,1439,8034,
1440,1440,6723,
1441,1441,7953,
1442,1442,5713,
1443,1443,7874,
1444,1444,7943,
1445,1445,8992,
1446,1446,5779,
1447,1447,9724,
1448,1448,4715,
1449,1449,8629,
1450,1450,9131,
1451,1451,8820,
1452,1452,5631,
1453,1453,2439,
1454,1454,4604,
1455,1455,6557,
1456,1456,5675,
1457,1457,8748,
1458,1458,1593,
1459,1459,3372,
1460,1460,9191,
1461,1461,9071,
1462,1462,7500,
1463,1463,9432,
1464,1464,9187,
1465,1465,2520,
1466,1466,5927,
1467,1467,6285,
1468,1468,6655,
1469,1469,2369,
1470,1470,7487,
1471,1471,4456,
1472,1472,6716,
1473,1473,5316,
1474,1474,3319,
1475,1475,8224,
1476,1476,6133,
1477,1477,4713,
1478,1478,5408,
1479,1479,3002,
1480,1480,5444,
1481,1481,5740,
1482,1482,8943,
1483,1483,7103,
1484,1484,3820,
1485,1485,5969,
1486,1486,1691,
1487,1487,8941,
1488,1488,7323,
1489,1489,5535,
1490,1490,9148,
1491,1491,4821,
1492,1492,2303,
1493,1493,3648,
1494,1494,3235,
1495,1495,7791,
1496,1496,1687,
1497,1497,7678,
1498,1498,5195,
1499,1499,5358,
1500,1500,7659,
1501,1501,9833,
1502,1502,5490,
1503,1503,2173,
1504,1504,2415,
1505,1505,2782,
1506,1506,6570,
1507,1507,5789,
1508,1508,5243,
1509,1509,7090,
1510,1510,9304,
1511,1511,3801,
1512,1512,9304,
1513,1513,5941,
1514,1514,8227,
1515,1515,8252,
1516,1516,2795,
1517,1517,4780,
1518,1518,8315,
1519,1519,2751,
1520,1520,6416,
1521,1521,8610,
1522,1522,7898,
1523,1523,8265,
1524,1524,4765,
1525,1525,3522,
1526,1526,6511,
1527,1527,4255,
1528,1528,7449,
1529,1529,4832,
1530,1530,4738,
1531,1531,1587,
1532,1532,6202,
1533,1533,2170,
1534,1534,2847,
1535,1535,1931,
1536,1536,5643,
1537,1537,9881,
1538,1538,2311,
1539,1539,9469,
1540,1540,3590,
1541,1541,9131,
1542,1542,5873,
1543,1543,6678,
1544,1544,3028,
1545,1545,4163,
1546,1546,5205,
1547,1547,3472,
1548,1548,1669,
1549,1549,6113,
1550,1550,8766,
1551,1551,7799,
1552,1552,8034,
1553,1553,5875,
1554,1554,6081,
1555,1555,5890,
1556,1556,2301,
1557,1557,2364,
1558,1558,7660,
1559,1559,4129,
1560,1560,8085,
1561,1561,7155,
1562,1562,9328,
1563,1563,6223,
1564,1564,5320,
1565,1565,2317,
1566,1566,5500,
1567,1567,9423,
1568,1568,8216,
1569,1569,3309,
1570,1570,3612,
1571,1571,6934,
1572,1572,4558,
1573,1573,7615,
1574,1574,1913,
1575,1575,4305,
1576,1576,4139,
1577,1577,3833,
1578,1578,1975,
1579,1579,6922,
1580,1580,7943,
1581,1581,8657,
1582,1582,2581,
1583,1583,8367,
1584,1584,3539,
1585,1585,8262,
1586,1586,9482,
1587,1587,6562,
1588,1588,4731,
1589,1589,6958,
1590,1590,6460,
1591,1591,2819,
1592,1592,9841,
1593,1593,4103,
1594,1594,6662,
1595,1595,5069,
